<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
230714;000000;168.56;170;168.3;169.7;12040500
230717;000000;169.01;171.6;168.61;170.63;24496770
230718;000000;171.01;175.27;170.67;174.89;47496860
230719;000000;175.49;175.7;172.51;173.04;32386340
230720;000000;172.68;173.19;168.55;169.92;29107570
230721;000000;170.35;171.97;169.77;171.19;16784020
230724;000000;171.32;172.5;170.69;171.98;15232450
230725;000000;172.2;172.7;171.4;171.86;13962990
230726;000000;171.86;171.93;170.31;171.35;14902060
230727;000000;171.64;173.1;171.35;172;16962540
230728;000000;171.98;172.4;170;171.44;15588280
230731;000000;171.98;175.14;171.8;174.33;40388810
230801;000000;175.09;175.44;172.38;173.21;35312250
230802;000000;172.88;175.21;172.5;174.07;34714930
230803;000000;173.93;177.35;173.15;177.1;60783710
230804;000000;176.96;177.88;172.8;173.46;65863620
230807;000000;174.26;175.3;171.05;172.52;31725840
230808;000000;172.2;173.64;170.6;172.71;29034730
230809;000000;173.45;175;171.69;174.51;31494610
230810;000000;175.23;177.1;175;176.65;50671340
230811;000000;176.79;177;175.21;176.35;23483310
230814;000000;178;183.89;175.53;177.09;162952550
230815;000000;175.53;179.35;175.02;176.16;70354940
230816;000000;176.26;177.1;172.9;174.14;48750420
230817;000000;174.7;174.95;172.8;174.14;25770030
230818;000000;174.3;175.71;173.12;175.48;19414660
230821;000000;176.24;177.7;175.76;176.36;26984890
230822;000000;176.49;177;175.18;176.48;18173530
230823;000000;176.77;176.93;173.02;173.65;29075620
230824;000000;174.08;175.92;173.62;174.97;16604060
230825;000000;175.06;175.35;174.11;174.7;16885590
230828;000000;174.78;176.8;174.78;176.2;25035260
230829;000000;176.37;181.37;175.5;178.69;100325680
230830;000000;178.88;178.88;176.77;177.47;37286770
230831;000000;177.99;179.14;177.15;177.99;26327950
230901;000000;178.09;178.85;177.6;178.22;17174350
230904;000000;179.32;181.81;178.84;181.11;46180460
230905;000000;181.2;182.8;179;182.48;57207080
230906;000000;183.2;184;180.63;180.96;45410150
230907;000000;180.95;181.68;176.5;177.64;51458370
230908;000000;177.96;178.17;175.51;175.95;30508560
230911;000000;176.02;177.44;174.02;174.64;26883730
230912;000000;175.23;177.7;174.8;177.62;23229550
230913;000000;177.8;178;174.3;174.94;23868320
230914;000000;175.2;175.39;173.06;173.52;35281720
230915;000000;173.5;174.76;173.25;173.79;18868930
230918;000000;174.48;174.66;172.05;172.8;20481720
230919;000000;172.99;173.94;168.6;168.93;43194470
230920;000000;169.3;170.25;167.1;169.11;34206030
230921;000000;168.55;169.38;165.72;165.85;30316740
230922;000000;166.15;167;165.1;166.7;22531980
230925;000000;166.71;168.05;165.2;165.87;24208290
230926;000000;165.83;165.85;163.51;165.36;26705860
230927;000000;165.75;166.92;165.11;165.53;18500170
230928;000000;165.81;169.77;165.31;169.58;28813860
230929;000000;169.18;170.39;166.6;167.09;35820090
231002;000000;167.79;168.86;165.51;166.08;24340960
231003;000000;166;167.25;164.81;166.75;17332720
231004;000000;166.61;167.59;165.15;165.4;20139060
231005;000000;165.61;166.1;164.84;166.06;15209950
231006;000000;166.3;166.86;165.1;166.59;18264830
231009;000000;167.3;167.97;166.62;167.06;21651710
231010;000000;167.38;168.8;166.86;168.03;18529510
231011;000000;168.51;171.4;167.3;167.89;59934340
231012;000000;167.9;169.8;167.4;169.5;31774850
231013;000000;169.88;170.79;167.15;170.2;38531310
231016;000000;170.51;172.91;170.51;172.55;41331360
231017;000000;172.73;173.3;171.03;171.97;26708000
231018;000000;172.68;172.68;168.7;170.18;31746140
231019;000000;169.95;171;168.3;170.38;31661350
231020;000000;170.38;172.15;169.12;171.39;25318740
231023;000000;171.8;172.44;169.9;170.39;19890180
231024;000000;170.42;171.24;169.76;170.19;16087260
231025;000000;170.21;170.5;169;169.62;18075570
231026;000000;169.96;170.47;168.4;168.45;21053800
231027;000000;168.37;169.45;167.17;167.26;21518590
231030;000000;167.27;168.44;166.35;167.16;16389060
231031;000000;167.16;168.42;166.7;167.88;17206810
231101;000000;167.88;170.23;167.83;170.08;21089710
231102;000000;170.34;171.31;168;168.18;26449760
231103;000000;168.22;170;167.5;169.19;16627750
231106;000000;169.18;170.29;168.83;169.48;9319190
231107;000000;169.12;169.98;167.2;168.53;21792090
231108;000000;168.8;169.44;168.47;168.49;15352990
231109;000000;168.49;169.63;167.58;168.16;20996900
231110;000000;168.24;168.48;167.62;168.25;12973300
231113;000000;168.25;168.89;167.7;167.85;13581700
231114;000000;167.27;167.29;165.62;165.86;25262960
231115;000000;165.86;167;165.52;166.46;12794320
231116;000000;166.4;166.81;165.2;165.48;12922700
231117;000000;165.45;165.74;163.48;165.31;24120540
231120;000000;165.24;166.64;164.64;165.51;12629890
231121;000000;165.39;165.68;164.5;165.15;11402940
231122;000000;165.34;166.2;164.82;165.37;11524190
231123;000000;165.37;165.69;164.02;164.11;10765740
231124;000000;164.26;165.19;164.1;164.71;13563230
231127;000000;165.1;165.37;162.01;162.79;23665130
231128;000000;162.82;164.83;161.55;164.21;16806780
231129;000000;164;165.63;162.71;163.17;17297850
231130;000000;163.17;164.62;162.12;163.23;12305730
231201;000000;163.22;164.22;162.56;162.61;10923950
231204;000000;162.47;162.48;159.81;160.01;21906450
231205;000000;160.3;161.44;159.1;160.46;15001770
231206;000000;160.73;161.41;158.5;158.74;15501300
231207;000000;158.87;164.77;157.26;163.38;48519210
231208;000000;163.89;164.17;160.5;161.5;20172760
231211;000000;161.45;167.14;160.19;164.87;53013420
231212;000000;164.87;165.54;161.82;162.46;25358320
231213;000000;161.97;164.5;161.82;163.92;13358800
231214;000000;164.12;164.76;160.81;160.89;16968840
231215;000000;161.13;164.42;161.02;164.2;23888840
231218;000000;165;167.32;164.99;167;33032970
231219;000000;167.1;168.89;165.12;165.48;38389440
231220;000000;165.33;165.33;163.12;163.56;27570870
231221;000000;163.3;163.71;161.19;161.57;26442660
231222;000000;161.92;163.2;161.62;162.09;15391770
231225;000000;162.49;162.77;160.4;161.09;22372720
231226;000000;161.33;161.8;160.77;161;18570500
231227;000000;161.2;161.4;159.81;159.86;23711980
231228;000000;159.95;160.38;158.22;159.14;24851430
231229;000000;159.49;160.79;159.14;159.52;19239480
240103;000000;159.73;161.58;159.73;161.44;8080170
240104;000000;161.51;161.64;161;161.25;4859980
240105;000000;161.22;162.3;161.07;161.94;8773230
240108;000000;162.43;163.2;162;163.05;11120640
240109;000000;163.01;163.06;161.77;162.41;9592690
240110;000000;162.41;163.7;162;162.87;10743240
240111;000000;162.92;162.93;161.93;162.5;13085980
240112;000000;162.55;163.98;162.2;163.37;14743890
240115;000000;163.8;164.4;163.26;163.34;11051540
240116;000000;163.28;164.18;162.37;163.22;12180560
240117;000000;163.38;164.2;163;164.04;8623410
240118;000000;164.13;167.55;164.12;166.52;39378520
240119;000000;166.55;167.62;165.2;165.9;23518580
240122;000000;165.98;167;165.26;166.06;12995310
240123;000000;166.38;168.96;165.6;168.31;29332620
240124;000000;168.36;168.63;166.2;166.36;18314770
240125;000000;166.37;166.94;165.36;165.42;16162970
240126;000000;165.66;165.95;163.65;163.99;20980140
240129;000000;164.06;164.49;162.85;163.5;17070970
240130;000000;163.39;163.79;162.71;163.22;17815100
240131;000000;163.41;166.48;162.9;166.33;39738490
240201;000000;166.71;166.75;164.8;165.25;20836140
240202;000000;165.16;167.85;164.4;164.4;32725330
240205;000000;164.45;165.22;163.55;164.87;17938190
240206;000000;164.87;165.12;164.04;164.56;13168200
240207;000000;164.57;165.59;164.34;164.62;16372630
240208;000000;164.62;164.96;163.1;163.21;17718920
240209;000000;163.47;163.97;163.2;163.23;12313700
240212;000000;163.33;163.5;162.21;162.49;17879140
240213;000000;162.62;163.9;162;162.29;15061640
240214;000000;162.38;162.88;161.07;161.92;22008050
240215;000000;162.09;162.61;161.31;161.59;16625530
240216;000000;161.98;162;161.1;161.19;17123190
240219;000000;161.41;162.2;160.84;161.24;13001080
240220;000000;161.23;161.64;159.16;159.5;21831180
240221;000000;159.65;160.23;158.3;158.64;22478950
240222;000000;158.99;159.1;158;158.12;17651550
240226;000000;158.94;160.56;158.85;160.09;16569370
240227;000000;160.14;160.14;158.81;159.04;12055350
240228;000000;159.19;162.27;159.05;160.65;33707380
240229;000000;160.68;162.3;160;161.82;18111950
240301;000000;161.81;163.1;161.18;161.34;18285650
240304;000000;161.49;162;160.86;161.24;16530800
240305;000000;161.23;161.8;160.23;160.98;14116140
240306;000000;160.99;162;160.5;161.65;13596360
240307;000000;161.65;162.3;160.75;160.91;14196940
240311;000000;161.04;161.28;160.51;160.56;15883610
240312;000000;160.62;163.31;160.56;162.99;26510020
240313;000000;163.13;163.22;161.1;161.77;19180710
240314;000000;161.8;161.81;160.53;161.1;13996010
240315;000000;161.14;161.42;160.04;160.86;14151130
240318;000000;161.12;161.43;160.31;160.58;14241450
240319;000000;160.51;161.25;158.04;158.55;38252890
240320;000000;158.6;158.98;157.75;158.42;21060990
240321;000000;158.7;159.16;157.87;158.28;18038400
240322;000000;158.39;158.69;156;156.44;28149960
240325;000000;157.1;158.97;155.75;158.84;26914060
240326;000000;159.1;159.45;156.9;157.94;27990050
240327;000000;158.01;158.6;157.2;157.79;11865150
240328;000000;157.79;157.95;157.04;157.05;10217550
240329;000000;157.04;157.9;156.51;157.22;16044130
240401;000000;157.69;158.25;157.43;158.06;16732650
240402;000000;158.17;164.98;157.51;164.18;72244180
240403;000000;164.1;165.36;162.12;162.63;42984880
240404;000000;162.77;164.3;161.52;162.69;30238210
240405;000000;162.78;164.63;162.1;163.59;22814020
240408;000000;164.03;164.9;163.57;163.89;16445250
240409;000000;164;165.79;163.49;164.08;29054750
240410;000000;164.14;165.94;163.59;164.74;23208780
240411;000000;164.97;166.33;164.15;166.24;30774040
240412;000000;166.52;166.8;164.69;164.83;26202270
240415;000000;165;165.66;163.27;163.33;21562710
240416;000000;163.39;164.78;162.65;164.38;19254140
240417;000000;164.58;165.68;163.78;164.62;20063060
240418;000000;164.74;166.1;163.85;165.4;17621040
240419;000000;165.53;168.15;165;167.03;36205320
240422;000000;167.27;167.89;165.55;166.77;26923930
240423;000000;166.59;167.43;162.62;163.7;34959300
240424;000000;163.7;164.41;162.62;162.86;20797970
240425;000000;162.99;164.2;162.67;163.35;14574730
240426;000000;163.45;164.19;162.11;162.46;23101170
240427;000000;162.6;166.49;161.7;164.06;31250400
240429;000000;164.1;165.24;163.83;164.03;7800610
240430;000000;164.35;164.55;163.22;163.22;7166760
240502;000000;163.29;165.36;156.38;157.75;117380380
240503;000000;157.43;157.74;154;155.2;66221110
240506;000000;155.32;155.76;153;153.64;26977110
240507;000000;154;154.96;153.5;154.16;16549540
240508;000000;154.22;154.75;154.16;154.22;9615650
240510;000000;154.24;154.89;154.24;154.58;4938150
240513;000000;155.19;158.65;154.91;157.9;36367940
240514;000000;157.98;158.4;155.82;156.16;18636890
240515;000000;156.37;157.29;154.91;156.97;27230820
240516;000000;157;158.1;156.67;157.88;24775560
240517;000000;158.3;158.3;154.75;155.17;40679710
240520;000000;155.4;155.69;145.01;145.03;138793230
240521;000000;144.24;145.68;137.35;139.54;177093860
240522;000000;139.8;142.2;138.67;139.25;54098250
240523;000000;139.07;139.07;133.17;134.69;110661490
240524;000000;134.95;136.45;133;133.34;58717990
240527;000000;134.2;134.69;127.56;128.42;89193240
240528;000000;128.77;131.75;126.82;128.47;63443960
240529;000000;129;129.82;127.12;128.89;45011470
240530;000000;129.5;129.53;123.26;124.93;45247030
240531;000000;125.1;127.92;123.81;126.46;74986990
240603;000000;126.67;128.61;122.09;124.14;70452330
240604;000000;124.3;125.16;122.75;125.1;34739690
240605;000000;125.72;126.5;123.63;124.02;37174310
240606;000000;124.1;124.94;123.38;123.6;20658080
240607;000000;123.8;125.82;122.16;122.78;47531080
240610;000000;123.08;123.64;117.54;119;85156160
240611;000000;119.15;119.34;116.33;117.53;62417250
240613;000000;113;119.93;112.07;119.63;69585070
240614;000000;119.95;122.01;118.89;121.65;49949590
240617;000000;122.34;122.68;120.79;121.54;28829870
240618;000000;121.54;122.04;117.18;118.02;40909060
240619;000000;118.05;118.5;112.54;113.85;74681030
240620;000000;114.14;116.39;110;115.92;176275570
240621;000000;116.04;117.25;114.14;115.4;45925320
240624;000000;115.39;116.35;113.2;113.67;27304980
240625;000000;114;115.09;112.46;114.97;32077620
240626;000000;115.05;117.25;114.65;117;39669450
240627;000000;117.05;118.37;115.4;115.65;30906770
240628;000000;116.33;116.65;114.88;115.94;23809940
240701;000000;116.05;121.82;116;121.4;59969450
240702;000000;121.4;127.25;120.76;126.2;130001830
240703;000000;126.25;129.45;124.14;124.96;165261050
240704;000000;125.01;126.8;121.7;122.17;80851800
240705;000000;122.03;127;121.2;126.74;124560730
240708;000000;127.5;128.84;125.25;127.74;89515150
240709;000000;127.99;128.97;123.15;124.05;90375230
240710;000000;124;125;117.75;117.81;99601990
240711;000000;117.61;122.7;117.6;121.75;72079520
240712;000000;121.9;122.47;118.23;119.65;48194040
240715;000000;120;120.99;118.52;119.28;40496850
240716;000000;119.28;126.01;118.61;124.74;93643180
240717;000000;125.12;126.83;123.21;124.46;67220680
240718;000000;124.46;129.85;123.38;129.81;89766080
240719;000000;130.12;132.47;128.79;130.88;92815970
240722;000000;131.95;132.81;130.28;131.61;53044470
240723;000000;131.7;135;129.57;134.07;69150170
240724;000000;134.09;137.28;133.42;136.73;64045270
240725;000000;136.75;137.14;134.87;135.1;40983920
240726;000000;135.1;136.68;132.59;135;82109580
240729;000000;134.49;134.77;130.12;130.99;64573400
240730;000000;130.8;134.07;130.46;132.4;53190140
240731;000000;132.35;134.49;132.01;133.31;48325370
240801;000000;133.48;134.35;131.51;132.05;29581130
240802;000000;132.05;132.6;129.66;131.45;40694220
240805;000000;129.06;130.54;127;127.25;59457200
240806;000000;128.39;129.6;127.34;128.7;37085700
240807;000000;128.88;130.34;126.18;129.84;61734090
240808;000000;130.02;130.91;127.36;128.14;39237920
240809;000000;128.03;129.76;127.27;128.64;29387830
240812;000000;128.38;129.35;127.11;128.71;25800830
240813;000000;128.79;130.8;128.79;130.49;23811100
240814;000000;130.8;131.49;129.51;129.84;21667760
240815;000000;129.98;130.31;127.01;127.6;25693730
240816;000000;127.61;128.24;125.26;126.36;30430620
240819;000000;126.42;127.69;125.21;126.29;30450030
240820;000000;126.29;127.64;125.33;125.85;28164010
240821;000000;125.5;126.4;123.03;123.38;35932010
240822;000000;123.4;123.97;117.84;118.51;56139350
240823;000000;118.2;119.24;115;116.81;60586860
240826;000000;119.5;128.01;119.49;126.8;123117380
240827;000000;127.3;127.98;122.52;124.47;92498810
240828;000000;124.34;125.67;121;124.51;71144630
240829;000000;124.49;130.91;123.55;130.27;165035420
240830;000000;130.88;131.3;122.6;122.97;121346360
240902;000000;122.89;124.73;121.43;123.86;82837340
240903;000000;124.15;125.5;118.6;120.6;84447100
240904;000000;120.7;122.9;119.66;122.46;45755380
240905;000000;123.5;124.95;121.54;123.76;49655790
240906;000000;123.75;124.6;122.26;123;24880630
240909;000000;123.62;125.48;123.2;125.04;31663950
240910;000000;125.52;125.96;122.82;123.44;27943810
240911;000000;123.4;123.67;121.35;121.62;22166340
240912;000000;121.61;121.84;117.32;118.78;46780470
240913;000000;118.79;119.97;116.01;119.91;55804200
240916;000000;120.6;122.62;119.52;121.73;38822020
240917;000000;121.92;123.47;120.17;123.1;36844620
240918;000000;122.63;123.9;121.9;122.18;30596960
240919;000000;121.92;123.39;121.21;122.24;43276000
240920;000000;122.26;123.18;121.86;122.4;28494600
240923;000000;122.68;130.8;122.62;130.35;138202790
240924;000000;130.89;139.9;130.66;139.71;295791620
240925;000000;140.5;140.99;134.29;135.44;149560020
240926;000000;134.94;138.48;133.64;137.35;131130280
240927;000000;137.58;141.77;136.4;140.5;86196110
240930;000000;140.51;144.2;136.82;138.19;236906630
241001;000000;137.9;139.2;134.44;136.21;98465200
241002;000000;136.21;137.16;131.7;132.12;66760070
241003;000000;131.59;134.16;130.32;133.87;57302470
241004;000000;134.06;134.49;132.03;133.32;28779720
241007;000000;133.32;133.66;131.6;133.5;25422430
241008;000000;133.18;134.88;132.9;133.83;32037150
241009;000000;133.75;133.92;131.5;132.51;19454930
241010;000000;132.46;133.49;132.15;132.69;17529590
241011;000000;132.79;132.91;131.52;131.82;21583200
241014;000000;131.5;133.35;130.51;131.92;34719060
241015;000000;131.85;134.4;131.43;133.97;28284570
241016;000000;134.02;138.8;133.96;137.24;78137070
241017;000000;137.46;138.29;134.8;136.05;49307200
241018;000000;136.26;137.3;134.8;135.67;26443420
241021;000000;135.69;136.6;135.11;135.97;19244090
241022;000000;136.12;140.08;135.51;136.24;55308450
241023;000000;136;137.5;134.13;134.76;35864930
241024;000000;134.83;135.2;132.15;134.12;28806610
241025;000000;134.16;136.5;132;133;55151100
241028;000000;131.97;132.26;123.5;124.87;80382500
241029;000000;125.12;126.96;121.85;125.97;67260130
241030;000000;126.11;127.2;123.52;123.8;35233650
241031;000000;123.4;124.94;122.25;123.44;34658890
241101;000000;123.8;125.67;122.71;125.6;24628620
241102;000000;125.73;129.3;125.01;128.7;32510070
241105;000000;129;129.37;127.37;128.77;22989490
241106;000000;133.12;136.59;130.4;131.92;108572240
241107;000000;131.85;135.54;129.65;135.52;52608800
241108;000000;135.81;137;133.64;135.9;64489980
241111;000000;137.19;138.33;135.24;138.12;45550660
241112;000000;137.82;137.82;134.64;135.16;33025870
241113;000000;134.98;136.65;132.27;132.6;32544540
241114;000000;132.19;133.34;130.67;131.61;40467310
241115;000000;131.63;134;131.02;133.37;48108260
241118;000000;129.6;130.73;128.75;129.12;59824020
241119;000000;128.99;129.38;123.8;125.49;59011060
241120;000000;126;126.78;120.36;121.89;61746510
241121;000000;122.19;124.35;119.62;124.1;77445200
241122;000000;124.25;124.32;118.4;119.47;72008950
241125;000000;119.5;120.45;116.06;117.44;53734980
241126;000000;117.29;119.43;114.01;114.5;58925170
241127;000000;114.95;119.81;112.34;119.41;93117410
241128;000000;119.98;121.5;118.25;120.29;54213000
241129;000000;120.3;124.9;119.6;124.29;73143120
241202;000000;124.95;125.45;123.51;123.9;42480390
241203;000000;123.94;124;120.71;121.48;34805300
241204;000000;121.49;123.46;114.13;115.3;87345360
241205;000000;115.79;117.46;113;116.63;94782900
241206;000000;117.02;117.32;113.9;114.99;48028560
241209;000000;115.73;117.86;115;117.06;41812820
241210;000000;117.39;117.47;114.5;114.7;38655660
241211;000000;114.6;116;113.75;115.16;47528480
241212;000000;115.16;115.4;113;113.1;40209450
241213;000000;113.01;114.2;112.46;112.86;34268500
241216;000000;112.68;112.8;108.11;108.71;78081350
241217;000000;108.75;109.47;106.1;107.26;67614540
241218;000000;107.45;108.57;105.22;108.05;79044430
241219;000000;108.05;111.16;106;107.16;164355270
241220;000000;107.16;116.42;106.88;115.24;154981080
